From	To
P15941	ENSP00000357374
P15941	ENSP00000357375
P15941	ENSP00000357377
P15941	ENSP00000357378
P15941	ENSP00000357381
P15941	ENSP00000357383
P43004	ENSP00000278379
P43004	ENSP00000379102
P43004	ENSP00000495164
P43004	ENSP00000494828
P43004	ENSP00000496123
P43004	ENSP00000494669
P43004	ENSP00000496093
P43004	ENSP00000493945
P43004	ENSP00000494025
O15211	ENSP00000372691
O15211	ENSP00000407088
O15211	ENSP00000412152
O15211	ENSP00000390098
O15211	ENSP00000420211
Q02779	ENSP00000253055
Q7Z7A1	ENSP00000238341
Q7Z7A1	ENSP00000362956
Q7Z7A1	ENSP00000362962
Q7Z7A1	ENSP00000481072
Q8IYI8	ENSP00000305373
Q14814	ENSP00000271555
Q14814	ENSP00000353803
Q14814	ENSP00000476788
P30414	ENSP00000232978
Q16659	ENSP00000261845
P55060	ENSP00000262982
P55060	ENSP00000379495
P45984	ENSP00000345524
P45984	ENSP00000377028
P45984	ENSP00000397422
P45984	ENSP00000394560
P45984	ENSP00000389338
P39880	ENSP00000292535
P39880	ENSP00000353401
P39880	ENSP00000409745
P39880	ENSP00000450125
P39880	ENSP00000446630
P39880	ENSP00000447373
P39880	ENSP00000451558
P78527	ENSP00000313420
P78527	ENSP00000345182
Q13952	ENSP00000312617
Q13952	ENSP00000361734
Q13952	ENSP00000361736
Q13952	ENSP00000361737
Q13952	ENSP00000361738
Q13952	ENSP00000396620
Q13952	ENSP00000408315
Q13952	ENSP00000414299
Q13952	ENSP00000404427
Q13952	ENSP00000408867
Q9BY11	ENSP00000244458
Q9BY11	ENSP00000439639
Q9BY11	ENSP00000484060
Q8IZC4	ENSP00000362894
Q8IZC4	ENSP00000378678
P67936	ENSP00000495347
P67936	ENSP00000494125
Q8TF21	ENSP00000262970
Q8TF21	ENSP00000321731
Q8TF21	ENSP00000471252
Q53SF7	ENSP00000341360
Q53SF7	ENSP00000364607
Q53SF7	ENSP00000498242
O75128	ENSP00000265136
O75128	ENSP00000378910
O75128	ENSP00000378912
O75128	ENSP00000399500
Q8NDI1	ENSP00000263991
Q8NDI1	ENSP00000384143
Q8NDI1	ENSP00000385524
Q8NDI1	ENSP00000403783
P16415	ENSP00000340683
O43307	ENSP00000253401
O43307	ENSP00000485369
O43307	ENSP00000485626
O43307	ENSP00000500829
Q9BV73	ENSP00000380661
Q92817	ENSP00000301607
P35900	ENSP00000167588
P35900	ENSP00000460501
Q86UP2	ENSP00000378719
Q86UP2	ENSP00000378720
Q86UP2	ENSP00000378722
Q86UP2	ENSP00000378725
Q86UP2	ENSP00000394992
Q86UP2	ENSP00000391964
Q86UP2	ENSP00000432149
Q15149	ENSP00000323856
Q15149	ENSP00000344848
Q15149	ENSP00000346602
Q15149	ENSP00000347044
Q15149	ENSP00000348702
Q15149	ENSP00000350277
Q15149	ENSP00000381756
Q15149	ENSP00000388180
Q15149	ENSP00000434583
O43490	ENSP00000415481
O43490	ENSP00000426090
O43490	ENSP00000427346
O43490	ENSP00000426809
O43490	ENSP00000443620
O43490	ENSP00000438045
O94964	ENSP00000237536
Q7Z3E2	ENSP00000358293
Q7Z3E2	ENSP00000498136
Q53HC0	ENSP00000238156
Q53HC0	ENSP00000439526
Q53HC0	ENSP00000440024
Q53HC0	ENSP00000479437
Q53HC0	ENSP00000487695
Q53HC0	ENSP00000488830
Q7L8J4	ENSP00000355428
P24723	ENSP00000329127
P24723	ENSP00000450981
Q96PV6	ENSP00000318374
Q96PV6	ENSP00000484494
Q96PV6	ENSP00000479293
Q96PV6	ENSP00000477813
Q96PV6	ENSP00000480663
Q96PV6	ENSP00000481040
Q96PV6	ENSP00000478337
Q96PV6	ENSP00000478975
Q9Y3A3	ENSP00000233892
Q9Y3A3	ENSP00000315702
Q9Y3A3	ENSP00000387289
Q9Y3A3	ENSP00000405354
Q8TD26	ENSP00000362319
Q8TD26	ENSP00000362330
P47710	ENSP00000246891
P47710	ENSP00000422611
Q86UW6	ENSP00000261435
O15119	ENSP00000257566
O15119	ENSP00000257567
A8K0R7	ENSP00000399863
A8K0R7	ENSP00000453363
A8K0R7	ENSP00000453109
P40123	ENSP00000229922
P40123	ENSP00000418604
P40123	ENSP00000417208
P16233	ENSP00000358223
P28290	ENSP00000314669
P28290	ENSP00000388731
Q92934	ENSP00000309103
Q92934	ENSP00000378040
Q0VF96	ENSP00000281282
Q96TC7	ENSP00000260385
Q96TC7	ENSP00000342493
Q92628	ENSP00000303928
Q92628	ENSP00000413739
Q12912	ENSP00000346442
Q12912	ENSP00000450246
Q12912	ENSP00000446496
Q8WXG6	ENSP00000310933
Q8WXG6	ENSP00000304505
Q8WXG6	ENSP00000378745
Q8WXG6	ENSP00000378753
Q8WXG6	ENSP00000384287
Q8WXG6	ENSP00000385585
Q8WXG6	ENSP00000384435
Q8WXG6	ENSP00000384204
Q99550	ENSP00000475489
Q8N3V7	ENSP00000302139
Q8N3V7	ENSP00000377789
Q8N3V7	ENSP00000429268
Q8N3V7	ENSP00000428378
Q684P5	ENSP00000254695
Q684P5	ENSP00000389824
Q684P5	ENSP00000439688
Q684P5	ENSP00000444890
Q8NDZ2	ENSP00000331311
Q8NDZ2	ENSP00000342075
Q8NDZ2	ENSP00000409287
Q8NDZ2	ENSP00000406571
Q86YV0	ENSP00000341905
P31321	ENSP00000353415
P31321	ENSP00000385349
P31321	ENSP00000385749
P31321	ENSP00000440449
P31321	ENSP00000444487
P19634	ENSP00000263980
P19634	ENSP00000363199
Q8IU54	ENSP00000329991
Q14515	ENSP00000282470
Q14515	ENSP00000414856
Q14515	ENSP00000422903
P09486	ENSP00000231061
Q5T1M5	ENSP00000238256
Q5T1M5	ENSP00000415733
Q5T1M5	ENSP00000416158
Q92609	ENSP00000253692
Q92609	ENSP00000398127
Q92609	ENSP00000402935
O43734	ENSP00000345984
O43734	ENSP00000352889
O43734	ENSP00000498323
O43734	ENSP00000498345
O43734	ENSP00000357724
O43734	ENSP00000357750
O43734	ENSP00000376339
P61962	ENSP00000403920
P61962	ENSP00000402312
P61962	ENSP00000483236
P10147	ENSP00000480753
P10147	ENSP00000477908
P10147	ENSP00000483712
Q969T9	ENSP00000254806
Q969T9	ENSP00000415251
Q969T9	ENSP00000467579
Q15561	ENSP00000380311
Q7KZF4	ENSP00000346762
P00797	ENSP00000272190
Q9H4B6	ENSP00000324729
Q86WH2	ENSP00000283172
Q86WH2	ENSP00000336616
Q86WH2	ENSP00000443021
Q9H2L5	ENSP00000339692
Q9BXM0	ENSP00000291825
Q9BXM0	ENSP00000326018
Q9NYB0	ENSP00000300086
Q16775	ENSP00000380511
Q16775	ENSP00000380514
Q16775	ENSP00000406552
P14902	ENSP00000430950
P14902	ENSP00000430505
Q96B86	ENSP00000330005
Q96B86	ENSP00000404442
Q96B86	ENSP00000440025
Q96B86	ENSP00000442498
Q14019	ENSP00000262428
Q15121	ENSP00000353660
Q15121	ENSP00000357055
P0DJD3	ENSP00000303712
P0DJD3	ENSP00000372154
P0DJD3	ENSP00000388006
Q96MW1	ENSP00000323782
Q96MW1	ENSP00000400845
P49761	ENSP00000344112
P49761	ENSP00000378505
P49761	ENSP00000431825
Q86UX7	ENSP00000279227
Q86UX7	ENSP00000339950
Q86XF0	ENSP00000319170
Q86XF0	ENSP00000377768
Q86XF0	ENSP00000418415
Q86XF0	ENSP00000480823
Q8IYK8	ENSP00000267396
Q8IYK8	ENSP00000442774
Q9BRA2	ENSP00000250101
P09960	ENSP00000228740
P09960	ENSP00000395051
P09960	ENSP00000449958
Q8N386	ENSP00000340983
Q8N386	ENSP00000472290
P54922	ENSP00000349496
P54922	ENSP00000417430
P54922	ENSP00000420200
P54922	ENSP00000417528
Q8IUZ5	ENSP00000310978
O94808	ENSP00000253778
Q96A49	ENSP00000369500
Q9NUX5	ENSP00000350249
Q9NUX5	ENSP00000499476
Q9NUX5	ENSP00000499635
Q9NUX5	ENSP00000499290
Q9NUX5	ENSP00000499546
Q8IU85	ENSP00000368122
Q8IU85	ENSP00000478874
Q99501	ENSP00000383995
Q99501	ENSP00000484130
Q86WR7	ENSP00000277570
Q86WR7	ENSP00000484913
Q6PJW8	ENSP00000355469
Q6PJW8	ENSP00000355470
Q9BRF8	ENSP00000261660
Q9BRF8	ENSP00000371193
Q9BRF8	ENSP00000411127
Q96A73	ENSP00000298569
Q96A73	ENSP00000377326
Q96A73	ENSP00000421061
Q96A73	ENSP00000479627
O60496	ENSP00000276420
Q9BRP8	ENSP00000381271
Q9BRP8	ENSP00000386156
O75781	ENSP00000264560
O75781	ENSP00000341911
P30838	ENSP00000225740
P30838	ENSP00000388469
P30838	ENSP00000411821
Q5SRE7	ENSP00000309515
Q5SRE7	ENSP00000340945
Q5SRE7	ENSP00000361673
Q5SRE7	ENSP00000409928
Q9BSQ5	ENSP00000258781
Q9BSQ5	ENSP00000370503
Q9BSQ5	ENSP00000444725
Q9BSQ5	ENSP00000438035
Q01064	ENSP00000243052
Q01064	ENSP00000448519
Q9NPH2	ENSP00000337746
Q9NPH2	ENSP00000415458
Q9NPH2	ENSP00000475677
Q96GU1	ENSP00000289619
Q96GU1	ENSP00000364093
Q99795	ENSP00000356842
Q9BV29	ENSP00000350695
Q9BV29	ENSP00000397515
Q9BV29	ENSP00000452773
Q9BV29	ENSP00000452657
Q9BV29	ENSP00000453607
Q9BV29	ENSP00000453226
Q9BV29	ENSP00000454049
Q09666	ENSP00000257247
Q09666	ENSP00000367263
Q29983	ENSP00000383179
Q29983	ENSP00000402134
Q29983	ENSP00000446963
O95833	ENSP00000419378
O43704	ENSP00000308770
P35610	ENSP00000356591
P35610	ENSP00000441356
P35610	ENSP00000445315
P40925	ENSP00000233114
P40925	ENSP00000446395
Q14244	ENSP00000346581
Q14244	ENSP00000414879
Q14244	ENSP00000400790
Q14244	ENSP00000414712
Q14244	ENSP00000445737
Q14244	ENSP00000482998
Q14244	ENSP00000483511
Q14244	ENSP00000482356
P30041	ENSP00000342026
Q01433	ENSP00000345498
Q01433	ENSP00000351573
Q01433	ENSP00000437164
Q01433	ENSP00000499465
P57081	ENSP00000328671
P57081	ENSP00000381266
Q9NQC3	ENSP00000322147
Q9NQC3	ENSP00000337838
Q9NQC3	ENSP00000349944
Q9NQC3	ENSP00000350365
Q9NQC3	ENSP00000378107
Q9NQC3	ENSP00000378109
Q9NQC3	ENSP00000385650
Q9NQC3	ENSP00000384471
P52209	ENSP00000270776
P60174	ENSP00000229270
P60174	ENSP00000379933
P60174	ENSP00000475620
P60174	ENSP00000443599
P60174	ENSP00000484435
Q9BUQ8	ENSP00000310723
Q9BUQ8	ENSP00000446770
P11086	ENSP00000269582
P09467	ENSP00000364475
P09467	ENSP00000408025
P17066	ENSP00000310219
O43598	ENSP00000230431
O43598	ENSP00000377556
O14787	ENSP00000349321
O14787	ENSP00000407182
O14787	ENSP00000397379
O14787	ENSP00000465625
O14787	ENSP00000468434
O60907	ENSP00000370348
O60907	ENSP00000385988
O60907	ENSP00000394097
O60907	ENSP00000496215
O60907	ENSP00000493782
O60907	ENSP00000495556
P23526	ENSP00000217426
P23526	ENSP00000442820
P29401	ENSP00000391481
P29401	ENSP00000405455
P29401	ENSP00000417773
P09601	ENSP00000216117
Q02539	ENSP00000244573
Q9BQE9	ENSP00000223368
Q9BQE9	ENSP00000393230
Q13247	ENSP00000244020
Q13247	ENSP00000433544
Q69YI7	ENSP00000362170
Q9NS86	ENSP00000254770
Q96A72	ENSP00000319240
Q8N9N5	ENSP00000286122
Q8N9N5	ENSP00000347125
Q8N9N5	ENSP00000376902
Q8N9N5	ENSP00000376903
Q8N9N5	ENSP00000432508
Q8N9N5	ENSP00000444352
Q8N9N5	ENSP00000487304
Q5JTV8	ENSP00000435365
Q5JTV8	ENSP00000476687
Q96GT9	ENSP00000286049
Q6IBS0	ENSP00000303908
P00813	ENSP00000361965
Q5H9R7	ENSP00000265636
Q5H9R7	ENSP00000377389
Q5H9R7	ENSP00000377390
Q5H9R7	ENSP00000431415
Q5H9R7	ENSP00000433058
Q5H9R7	ENSP00000437329
P18510	ENSP00000259206
P18510	ENSP00000329072
P18510	ENSP00000354816
P18510	ENSP00000387210
P18510	ENSP00000387173
Q9BWH6	ENSP00000306123
Q9BWH6	ENSP00000455363
Q96FV2	ENSP00000290216
Q96FV2	ENSP00000383935
O76024	ENSP00000226760
O76024	ENSP00000423337
P46952	ENSP00000294973
Q8IUX4	ENSP00000309749
Q8IUX4	ENSP00000370977
Q8IVW6	ENSP00000343126
Q8IVW6	ENSP00000477878
P09525	ENSP00000377833
P09525	ENSP00000441931
O43566	ENSP00000386229
P23381	ENSP00000339485
P23381	ENSP00000347495
P23381	ENSP00000351481
P23381	ENSP00000376620
P23381	ENSP00000451887
P23381	ENSP00000451460
P07476	ENSP00000357753
Q9H477	ENSP00000306817
Q96JY6	ENSP00000265810
Q96JY6	ENSP00000312634
Q96JY6	ENSP00000342035
Q96JY6	ENSP00000380867
Q96JY6	ENSP00000380868
Q96JY6	ENSP00000386868
Q96JY6	ENSP00000387084
Q05682	ENSP00000354826
Q05682	ENSP00000354513
Q05682	ENSP00000376826
Q05682	ENSP00000398826
Q05682	ENSP00000395710
Q05682	ENSP00000393621
P27695	ENSP00000216714
P27695	ENSP00000381111
P27695	ENSP00000451979
P49591	ENSP00000234677
Q9GZR7	ENSP00000328690
Q9GZR7	ENSP00000482106
Q9GZR7	ENSP00000478630
Q9GZR7	ENSP00000481495
O95336	ENSP00000252603
Q14353	ENSP00000252288
Q14353	ENSP00000403536
Q9BTW9	ENSP00000347719
O43365	ENSP00000324884
O43365	ENSP00000379640
O43365	ENSP00000484411
P50135	ENSP00000280096
P50135	ENSP00000280097
P50135	ENSP00000333259
P50135	ENSP00000386940
P50135	ENSP00000419415
P0CE71	ENSP00000257627
P48637	ENSP00000407517
P48637	ENSP00000493903
P48637	ENSP00000495750
P48637	ENSP00000493763
P48637	ENSP00000498303
O00479	ENSP00000366798
O76070	ENSP00000361087
Q9BXI6	ENSP00000215790
Q9BXI6	ENSP00000384996
Q15642	ENSP00000320117
Q15642	ENSP00000320493
Q14980	ENSP00000260051
Q14980	ENSP00000351851
Q14980	ENSP00000377298
Q14980	ENSP00000480172
Q14980	ENSP00000478624
O14604	ENSP00000284856
P80297	ENSP00000377995
P00568	ENSP00000362249
P00568	ENSP00000494600
P48539	ENSP00000329403
Q3ZCW2	ENSP00000238875
P22914	ENSP00000312099
P22914	ENSP00000376287
Q8IV38	ENSP00000303570
P50542	ENSP00000266563
P50542	ENSP00000266564
P50542	ENSP00000410159
P50542	ENSP00000407401
P50542	ENSP00000400647
P50542	ENSP00000500509
P50542	ENSP00000500696
P50542	ENSP00000500043
P50542	ENSP00000499823
P50542	ENSP00000500230
Q86XD5	ENSP00000387147
Q86XD5	ENSP00000386984
Q86XD5	ENSP00000387017
Q86XD5	ENSP00000386568
Q86XD5	ENSP00000410603
Q01995	ENSP00000278968
Q01995	ENSP00000376678
Q01995	ENSP00000432054
Q01995	ENSP00000431941
Q01995	ENSP00000432282
O94761	ENSP00000482313
P19623	ENSP00000366156
Q6PG37	ENSP00000349161
Q6PG37	ENSP00000480764
Q6PG37	ENSP00000480834
Q6PG37	ENSP00000478852
Q9NY33	ENSP00000436941
Q9NY33	ENSP00000440502
Q16643	ENSP00000292385
Q16643	ENSP00000308532
Q16643	ENSP00000377195
P68371	ENSP00000341289
O43602	ENSP00000350776
O43602	ENSP00000361061
O43602	ENSP00000419861
O43602	ENSP00000490448
O43602	ENSP00000489635
P08758	ENSP00000296511
P05114	ENSP00000370125
O00338	ENSP00000251481
O00338	ENSP00000319622
P09104	ENSP00000229277
P09104	ENSP00000437402
P09104	ENSP00000441490
P09104	ENSP00000438873
P13928	ENSP00000463244
P13928	ENSP00000463091
P13928	ENSP00000462880
O95361	ENSP00000338989
O95361	ENSP00000462903
O95361	ENSP00000463188
O95361	ENSP00000497185
Q15785	ENSP00000361900
Q96G03	ENSP00000371393
Q01813	ENSP00000370465
Q01813	ENSP00000370517
Q7Z2X7	ENSP00000364107
P63313	ENSP00000233143
Q96CM4	ENSP00000305631
O75131	ENSP00000477590
Q8N4X5	ENSP00000303042
Q8N4X5	ENSP00000358276
Q14749	ENSP00000361894
Q14135	ENSP00000402878
Q14135	ENSP00000416615
Q8TE68	ENSP00000201647
Q8TE68	ENSP00000245618
P25713	ENSP00000200691
Q8N8S7	ENSP00000355808
Q8N8S7	ENSP00000355809
Q96I15	ENSP00000254663
Q96I15	ENSP00000387162
O95154	ENSP00000355377
Q96E09	ENSP00000377807
O75884	ENSP00000336866
Q92917	ENSP00000156109
Q8WW12	ENSP00000265260
Q8WW12	ENSP00000470810
P29372	ENSP00000219431
P29372	ENSP00000348809
P29372	ENSP00000380918
Q8IYL3	ENSP00000355306
Q96IQ9	ENSP00000255616
Q96IQ9	ENSP00000377504
P26038	ENSP00000353408
O60218	ENSP00000352584
P0C0S8	ENSP00000351589
P0C0S8	ENSP00000352119
P0C0S8	ENSP00000352627
P0C0S8	ENSP00000482538
P0C0S8	ENSP00000482431
Q13155	ENSP00000223029
Q13155	ENSP00000378658
P12104	ENSP00000274024
Q96FN4	ENSP00000290776
Q96FN4	ENSP00000439018
Q96FN4	ENSP00000456042
Q9BUL9	ENSP00000317691
P27482	ENSP00000315299
P13760	ENSP00000353099
P28067	ENSP00000363976
P28067	ENSP00000372717
P28067	ENSP00000407198
P28067	ENSP00000410591
P28067	ENSP00000392842
P28067	ENSP00000395349
P28067	ENSP00000404018
P04233	ENSP00000009530
P04233	ENSP00000230685
P04233	ENSP00000367026
P04229	ENSP00000353099
P01911	ENSP00000353099
P01709	ENSP00000482937
P11226	ENSP00000363079
P04629	ENSP00000357179
P04629	ENSP00000376120
P04629	ENSP00000431418
P12645	ENSP00000282701
P34820	ENSP00000361915
Q96JM3	ENSP00000354730
Q96JM3	ENSP00000496699
P13591	ENSP00000318472
P13591	ENSP00000482205
P13591	ENSP00000484943
P13591	ENSP00000481083
P13591	ENSP00000480774
Q9UKT5	ENSP00000281623
Q9UKT5	ENSP00000296812
A4D2P6	ENSP00000397351
Q9UHR4	ENSP00000005260
Q5JU85	ENSP00000364514
Q5JU85	ENSP00000491796
Q5JU85	ENSP00000495726
Q13291	ENSP00000306190
Q13291	ENSP00000438406
O75689	ENSP00000265846
O75689	ENSP00000407267
O75689	ENSP00000442682
O75689	ENSP00000481154
Q16620	ENSP00000277120
Q16620	ENSP00000306167
Q16620	ENSP00000314586
Q16620	ENSP00000352906
Q16620	ENSP00000365381
Q16620	ENSP00000365386
Q16620	ENSP00000365387
Q16620	ENSP00000379221
P34913	ENSP00000369843
P34913	ENSP00000430269
P34913	ENSP00000430302
Q9NS75	ENSP00000282018
Q9NS75	ENSP00000477930
Q09028	ENSP00000362584
Q09028	ENSP00000362592
Q09028	ENSP00000398242
Q09028	ENSP00000396057
Q14576	ENSP00000352162
Q14576	ENSP00000390878
Q13325	ENSP00000360860
P32119	ENSP00000301522
P57775	ENSP00000499522
P11712	ENSP00000260682
P11712	ENSP00000495649
P10632	ENSP00000360317
P10632	ENSP00000445062
Q6ZW49	ENSP00000380376
Q6ZW49	ENSP00000384048
Q13867	ENSP00000261714
Q9BQ95	ENSP00000252440
Q9BQ95	ENSP00000270517
Q9BQ95	ENSP00000412712
Q9BQ95	ENSP00000466559
P33260	ENSP00000285979
P33260	ENSP00000341293
Q8TAG9	ENSP00000260762
Q8TAG9	ENSP00000360607
Q8TAG9	ENSP00000500529
Q8TAG9	ENSP00000500468
Q92947	ENSP00000222214
Q92947	ENSP00000466845
Q96JB6	ENSP00000260702
Q15382	ENSP00000262187
Q96FJ0	ENSP00000360992
Q96FJ0	ENSP00000360994
Q96FJ0	ENSP00000360995
Q9Y2H9	ENSP00000251472
Q9NXK8	ENSP00000247977
Q9NXK8	ENSP00000467359
Q9NXK8	ENSP00000468369
Q96QH2	ENSP00000408342
P78346	ENSP00000360768
P78346	ENSP00000389182
P20336	ENSP00000222256
O95716	ENSP00000222120
O95716	ENSP00000466000
Q5VYX0	ENSP00000332530
Q5VYX0	ENSP00000361015
P07098	ENSP00000238983
P07098	ENSP00000348101
P07098	ENSP00000377900
P07098	ENSP00000477140
Q9H0A6	ENSP00000315950
Q9H0A6	ENSP00000376497
Q9H0A6	ENSP00000376499
Q9H0A6	ENSP00000376503
Q9H0A6	ENSP00000385285
Q9H0A6	ENSP00000405588
P11172	ENSP00000232607
P20062	ENSP00000215838
P20062	ENSP00000384914
P21917	ENSP00000176183
P21917	ENSP00000478431
O00555	ENSP00000353362
O00555	ENSP00000489777
O00555	ENSP00000490617
O00555	ENSP00000489913
A7MD48	ENSP00000267260
A8MQ03	ENSP00000498316
A6NEM1	ENSP00000481078
A6NEM1	ENSP00000479589
Q6UW32	ENSP00000415823
Q6UWQ7	ENSP00000366922
Q6UWQ7	ENSP00000395219
Q6UXB1	ENSP00000344860
Q8N140	ENSP00000435619
O95398	ENSP00000373864
O95398	ENSP00000378764
O95398	ENSP00000384521
O95398	ENSP00000395708
O95398	ENSP00000448619
Q13370	ENSP00000282096
Q13370	ENSP00000388644
Q6DKJ4	ENSP00000337443
Q6DKJ4	ENSP00000461038
Q01968	ENSP00000349635
Q01968	ENSP00000360154
P51153	ENSP00000357564
Q9H2K2	ENSP00000360689
Q9UEW8	ENSP00000348278
Q13107	ENSP00000265560
Q13107	ENSP00000341028
Q13107	ENSP00000400623
O95150	ENSP00000363157
O95407	ENSP00000359013
P18084	ENSP00000296181
O75182	ENSP00000248054
O75182	ENSP00000369131
O75182	ENSP00000473039
O43556	ENSP00000398930
O43556	ENSP00000496237
O43556	ENSP00000497130
O95983	ENSP00000156825
O95983	ENSP00000412302
O75446	ENSP00000296504
Q9UGI8	ENSP00000350937
Q9UGI8	ENSP00000377121
Q8NC69	ENSP00000347188
Q8NC69	ENSP00000384948
Q8NC69	ENSP00000417490
Q8N4G2	ENSP00000323847
O15266	ENSP00000335505
O15266	ENSP00000370987
O15266	ENSP00000370990
P59768	ENSP00000334448
P59768	ENSP00000452014
P59768	ENSP00000451102
P59768	ENSP00000451576
P59768	ENSP00000451231
P59768	ENSP00000484021
P02788	ENSP00000231751
P02788	ENSP00000405719
Q8N4P2	ENSP00000386181
Q9BPU9	ENSP00000243578
O95980	ENSP00000367202
Q8WU90	ENSP00000338788
Q9UNI6	ENSP00000356920
Q96C92	ENSP00000298537
Q96C92	ENSP00000349929
Q96C92	ENSP00000360790
P23409	ENSP00000228641
Q8N5A5	ENSP00000332013
Q8N5A5	ENSP00000348242
Q8N5A5	ENSP00000349634
Q8N5A5	ENSP00000358984
Q8N5A5	ENSP00000391176
Q5JR59	ENSP00000370186
Q5JR59	ENSP00000445403
Q5JR59	ENSP00000483729
Q8NDP4	ENSP00000305077
Q8IXL7	ENSP00000312274
Q8IXL7	ENSP00000347324
Q8IXL7	ENSP00000441650
Q8IXL7	ENSP00000481483
Q8IXL7	ENSP00000496008
Q8IXL7	ENSP00000494265
Q8IXL7	ENSP00000494941
Q96BJ3	ENSP00000339161
Q96BJ3	ENSP00000347964
Q8N1B4	ENSP00000372697
Q8N1B4	ENSP00000406988
Q8N1B4	ENSP00000390831
Q8N1B4	ENSP00000404016
Q8N1B4	ENSP00000409952
Q8N1B4	ENSP00000391197
Q9H9H4	ENSP00000267202
O43760	ENSP00000225777
O43760	ENSP00000465678
O43760	ENSP00000467600
O15294	ENSP00000362805
O15294	ENSP00000362824
P09493	ENSP00000267996
P09493	ENSP00000288398
P09493	ENSP00000334624
P09493	ENSP00000351022
P09493	ENSP00000385107
P09493	ENSP00000452879
P09493	ENSP00000453941
P09493	ENSP00000453955
Q6IBW4	ENSP00000299821
Q6IBW4	ENSP00000379050
Q6IBW4	ENSP00000410088
P13196	ENSP00000309259
P13196	ENSP00000378416
P13196	ENSP00000417719
P13196	ENSP00000418779
P49770	ENSP00000266126
Q9BZW7	ENSP00000347161
Q9BZW7	ENSP00000377123
Q9BZW7	ENSP00000386956
P48380	ENSP00000303847
P48380	ENSP00000351574
P48380	ENSP00000371434
P48380	ENSP00000482598
Q9UHX1	ENSP00000322016
Q9UHX1	ENSP00000322036
Q9UHX1	ENSP00000402953
Q9UHX1	ENSP00000395417
Q9UHX1	ENSP00000434359
Q9UHX1	ENSP00000431960
Q9UHX1	ENSP00000478495
Q9UHX1	ENSP00000484860
Q9UHX1	ENSP00000478209
Q9UHX1	ENSP00000487945
Q9UHX1	ENSP00000487930
P15407	ENSP00000310170
P15407	ENSP00000393302
Q96CM8	ENSP00000300441
Q96CM8	ENSP00000401831
Q96CM8	ENSP00000421884
Q9BVL2	ENSP00000371137
Q9BVL2	ENSP00000371155
Q9BVL2	ENSP00000418555
O95171	ENSP00000302579
O95171	ENSP00000366454
O95171	ENSP00000437895
Q9P2K3	ENSP00000355972
Q9P2K3	ENSP00000355973
Q9P2K3	ENSP00000413929
Q9P2K3	ENSP00000398558
O14494	ENSP00000264775
O14494	ENSP00000302229
P0DMU8	ENSP00000427342
P0DMU8	ENSP00000483658
Q9NVV9	ENSP00000254250
Q9NVV9	ENSP00000344966
P55273	ENSP00000337056
P55273	ENSP00000377224
O43791	ENSP00000240327
O43791	ENSP00000377001
O43791	ENSP00000420908
O43791	ENSP00000425905
O43791	ENSP00000426986
O43791	ENSP00000424119
O43791	ENSP00000499562
P43378	ENSP00000482732
P27987	ENSP00000272117
P27987	ENSP00000355748
P27987	ENSP00000411152
Q9UJV3	ENSP00000262843
Q9UJV3	ENSP00000413976
Q9UKT9	ENSP00000462791
Q9UKT9	ENSP00000341977
Q9UKT9	ENSP00000344544
Q9UKT9	ENSP00000344471
Q9UKT9	ENSP00000345622
Q9UKT9	ENSP00000367179
Q9UKT9	ENSP00000367180
Q9UKT9	ENSP00000367188
Q9UKT9	ENSP00000367194
Q9UKT9	ENSP00000377741
Q9UKT9	ENSP00000403027
Q9UKT9	ENSP00000403776
Q9UKT9	ENSP00000420463
Q9UKT9	ENSP00000438972
Q9UKT9	ENSP00000462452
Q9UKT9	ENSP00000485515
Q15884	ENSP00000257515
Q15884	ENSP00000395675
P26371	ENSP00000431443
Q02930	ENSP00000350359
Q02930	ENSP00000379592
Q02930	ENSP00000379593
Q02930	ENSP00000379594
Q02930	ENSP00000387197
Q16512	ENSP00000242783
Q16512	ENSP00000343325
Q86XR8	ENSP00000317487
Q86XR8	ENSP00000317902
Q86XR8	ENSP00000445706
Q86XR8	ENSP00000443436
Q9NWX6	ENSP00000231198
P84090	ENSP00000451080
O75874	ENSP00000260985
O75874	ENSP00000390265
O75874	ENSP00000410513
Q07960	ENSP00000310491
Q8WWG1	ENSP00000378367
Q8WWG1	ENSP00000457335
Q969F0	ENSP00000359375
Q8WUK0	ENSP00000325882
Q8WUK0	ENSP00000325958
Q8WUK0	ENSP00000410272
Q8WUK0	ENSP00000494387
Q8WUK0	ENSP00000495288
Q8WUK0	ENSP00000496417
O43805	ENSP00000313752
Q8N554	ENSP00000289816
Q8N554	ENSP00000415836
Q96HR9	ENSP00000233596
Q96HR9	ENSP00000378861
O15400	ENSP00000356914
O15400	ENSP00000356918
P68400	ENSP00000217244
P68400	ENSP00000339247
P68400	ENSP00000383076
P68400	ENSP00000495248
P68400	ENSP00000495387
P68400	ENSP00000495998
P68400	ENSP00000495902
P68400	ENSP00000495439
P68400	ENSP00000496569
P68400	ENSP00000495422
P68400	ENSP00000495912
Q3V5L5	ENSP00000301618
Q3V5L5	ENSP00000391227
Q3V5L5	ENSP00000456037
Q96ED9	ENSP00000264827
Q96ED9	ENSP00000380785
Q9NUH8	ENSP00000368845
Q9NUH8	ENSP00000368858
Q5VWX1	ENSP00000281156
Q8IYA8	ENSP00000296449
Q8IYA8	ENSP00000403700
Q8IYA8	ENSP00000391788
